seed,p0,p1,p2,p3,avg,income0,income1,income2,income3,money0,money1,money2,money3,canal_income0,canal_income1,canal_income2,canal_income3,elapsed_us
56,85,117,93,98,98.25,19,22,1,23,19,59,16,68,3,9,4,14,391776
57,107,105,88,91,97.75,22,21,6,16,45,41,46,43,7,9,6,5,392617
58,96,98,92,109,98.75,3,14,23,21,13,7,31,60,4,3,7,10,347768
59,94,83,95,124,99.00,13,13,22,9,18,26,63,46,7,7,9,10,514739
60,102,85,107,100,98.50,26,2,8,21,45,28,14,52,13,4,9,9,348248
61,103,75,105,95,94.50,20,0,10,19,23,33,38,51,9,7,8,3,328080
62,98,96,67,87,87.00,14,16,16,12,18,72,17,38,8,5,5,10,417473
63,120,76,89,90,93.75,-1,8,7,23,32,29,23,16,2,2,2,9,343925
64,84,102,105,108,99.75,4,21,24,9,27,18,76,40,4,0,12,8,368660
65,92,118,95,102,101.75,15,21,10,3,34,58,42,40,8,11,10,4,461701
66,111,113,110,126,115.00,8,12,25,25,16,11,21,60,6,6,9,11,401068
67,90,119,104,79,98.00,8,18,11,18,50,33,49,19,7,8,7,2,445605
68,98,99,107,87,97.75,23,10,14,21,34,20,30,54,2,8,13,11,499703
69,82,84,85,100,87.75,-3,19,13,11,47,58,23,47,1,7,2,9,358857
70,104,88,106,86,96.00,19,10,18,9,43,41,47,2,5,8,12,6,436994
71,107,82,111,109,102.25,19,15,14,13,2,16,24,20,5,0,7,6,554680
72,80,109,89,80,89.50,23,15,13,13,41,29,18,47,6,11,4,6,468569
73,84,94,89,120,96.75,22,12,11,8,61,39,48,35,-1,8,6,4,479335
74,97,86,105,87,93.75,22,11,17,9,10,36,33,18,3,9,8,6,438082
75,87,106,102,113,102.00,18,16,20,11,2,49,55,45,9,9,10,8,403579
76,96,109,96,75,94.00,23,12,11,18,38,42,31,58,13,10,3,10,616471
77,98,92,97,127,103.50,18,11,9,26,47,27,29,52,6,10,7,13,594657
78,85,101,112,108,101.50,15,16,15,22,12,45,36,36,6,8,6,8,502319
79,92,119,115,82,102.00,8,6,28,8,38,8,78,41,11,5,15,8,404171
80,80,114,76,89,89.75,19,25,6,10,51,39,25,52,5,10,7,7,367627
81,120,91,128,106,111.25,22,20,16,19,24,67,36,31,8,5,13,12,697712
82,105,96,77,109,96.75,17,8,10,9,45,44,40,30,14,5,4,3,339862
83,103,117,117,92,107.25,20,2,14,22,22,48,19,60,11,7,7,11,716857
84,91,111,89,93,96.00,20,18,11,-4,13,38,41,22,8,11,8,1,265257
85,100,80,143,57,95.00,10,17,5,15,35,29,47,14,10,2,6,4,462017
86,123,96,121,88,107.00,27,3,8,21,39,24,26,66,13,7,10,7,536046
87,83,78,88,93,85.50,13,11,7,18,28,20,44,32,6,5,3,9,488364
88,107,115,105,77,101.00,18,7,19,22,41,45,18,49,7,10,6,7,577134
89,102,94,119,84,99.75,16,15,9,18,44,44,41,39,2,10,7,7,342217
90,89,128,106,77,100.00,26,17,15,-7,61,37,19,10,11,11,9,2,343017
91,106,92,85,82,91.25,10,19,14,16,44,16,12,23,7,6,7,4,515460
92,92,88,110,94,96.00,10,22,21,23,29,40,56,50,5,8,13,12,369390
93,75,87,82,99,85.75,6,19,16,17,44,86,46,34,8,6,8,8,404750
94,73,128,75,119,98.75,24,17,15,14,13,33,44,36,11,7,8,9,451069
95,89,125,83,100,99.25,19,13,21,18,25,29,15,50,12,10,3,7,559605
96,106,79,82,98,91.25,15,12,11,21,18,43,40,40,8,0,3,11,581975
97,133,101,99,86,104.75,26,0,20,7,68,45,15,49,12,5,11,9,580963
98,93,120,108,104,106.25,12,12,13,24,41,43,36,49,3,9,8,12,654347
99,94,101,89,81,91.25,22,9,16,12,25,29,46,35,9,7,7,5,463477
100,94,103,87,107,97.75,-2,24,24,13,21,50,49,39,3,7,12,11,488422
101,124,95,88,120,106.75,16,19,9,19,29,31,34,23,10,2,7,6,604142
102,103,104,112,104,105.75,23,22,9,11,62,47,27,45,11,11,7,7,459709
103,113,87,121,106,106.75,22,19,16,8,57,39,11,35,12,5,10,8,628186
104,82,86,88,105,90.25,19,15,19,12,22,41,19,38,11,9,6,5,517548
105,94,94,98,109,98.75,3,12,10,24,36,42,58,29,7,9,3,3,515454
106,99,91,127,104,105.25,11,20,17,-1,48,52,53,45,6,12,11,4,361041
107,113,94,89,127,105.75,19,10,8,21,16,51,46,38,14,5,9,9,397797
108,75,94,95,92,89.00,8,19,9,24,29,33,26,85,4,7,10,8,560732
109,81,107,68,91,86.75,8,23,-3,14,29,70,57,20,1,16,7,11,386960
110,81,99,71,82,83.25,17,-5,11,20,36,9,25,29,9,3,3,10,352466
111,94,110,100,100,101.00,22,25,15,11,40,59,25,32,9,10,12,10,536367
112,86,48,110,103,86.75,21,4,12,6,28,13,44,48,9,2,1,4,390355
113,110,86,90,91,94.25,24,10,14,-2,78,45,36,56,12,10,11,3,441723
114,72,83,113,125,98.25,17,15,17,23,35,40,15,36,4,11,9,11,571202
115,118,87,83,101,97.25,17,13,12,23,8,51,19,80,8,9,7,6,548326
116,90,90,117,98,98.75,22,16,17,6,41,2,42,38,7,9,10,6,452783
117,99,108,85,100,98.00,20,17,8,23,34,19,18,31,6,12,5,6,397724
118,83,77,77,83,80.00,21,18,15,14,41,49,14,33,2,11,7,11,476881
119,95,89,84,102,92.50,20,21,7,15,70,16,16,17,8,12,4,10,498626
120,89,93,113,112,101.75,15,17,17,4,46,15,38,47,5,6,12,6,560980
121,97,123,102,109,107.75,8,14,19,22,23,13,32,22,3,9,4,6,469258
122,101,79,119,109,102.00,22,11,23,15,57,54,57,19,6,8,10,11,420503
123,122,105,90,95,103.00,24,21,13,21,62,44,29,21,12,10,9,11,458498
124,80,94,89,86,87.25,9,3,23,5,8,22,54,36,9,13,12,10,190171
125,102,105,108,119,108.50,18,22,8,10,42,36,47,17,6,4,9,8,437677
126,100,98,95,116,102.25,10,21,20,8,40,37,19,46,6,10,13,4,415711
127,67,101,101,85,88.50,5,12,7,12,32,51,43,43,4,6,6,9,400125
128,91,106,92,131,105.00,16,8,26,11,28,41,75,22,6,2,13,6,371609
129,114,92,80,101,96.75,20,7,16,15,43,32,40,25,8,7,5,5,492311
130,88,85,91,125,97.25,20,12,20,22,19,45,18,21,6,9,7,11,559001
131,96,129,104,69,99.50,21,14,6,21,9,25,18,33,10,8,8,12,505296
132,67,112,101,99,94.75,-5,16,19,29,19,13,31,24,-1,8,6,12,283878
133,88,91,80,82,85.25,20,8,13,13,44,22,17,47,6,5,8,10,496176
134,67,76,113,86,85.50,-1,13,22,2,15,40,28,39,3,7,10,5,468549
135,108,111,125,69,103.25,23,17,0,24,10,33,35,47,8,13,3,6,467551
136,96,100,78,81,88.75,4,12,17,16,18,47,11,25,2,7,5,9,437569
137,128,126,93,91,109.50,26,13,20,9,31,19,36,26,6,12,3,5,443011
138,105,75,94,84,89.50,15,3,14,21,36,32,32,29,12,7,9,7,395954
139,79,87,105,93,91.00,9,9,23,10,10,54,48,20,2,4,12,5,423467
140,103,95,78,82,89.50,5,23,9,-2,38,67,37,44,5,13,8,4,342416
141,85,112,94,106,99.25,22,6,15,17,49,32,26,28,6,6,2,12,440782
142,85,127,67,96,93.75,24,10,7,14,42,33,28,8,14,6,8,8,420232
143,103,96,108,77,96.00,23,11,15,14,39,13,23,46,4,7,11,9,579886
144,83,104,85,96,92.00,-5,25,11,19,8,40,31,34,3,12,8,5,528432
145,82,102,103,69,89.00,8,16,20,2,45,40,30,39,3,5,11,-1,521108
146,89,91,87,92,89.75,22,23,1,0,53,27,16,41,9,11,6,2,335268
147,110,107,94,109,105.00,22,18,18,7,38,43,22,46,6,10,3,9,452352
148,96,107,132,74,102.25,25,14,22,11,60,48,20,44,10,10,14,3,618140
149,100,88,82,94,91.00,16,19,-3,20,39,23,40,74,5,5,3,11,400621
150,110,131,112,95,112.00,21,17,22,-4,40,39,48,10,11,7,8,3,440349
151,95,111,112,81,99.75,22,13,23,16,39,17,52,49,4,8,8,11,543448
152,113,87,110,95,101.25,15,23,10,23,20,28,26,54,6,11,7,5,730938
153,91,96,104,113,101.00,6,21,13,19,2,44,31,40,0,1,12,10,636236
154,90,107,86,125,102.00,12,20,15,23,16,30,41,22,7,11,8,10,448577
155,68,82,110,138,99.50,14,9,11,13,54,52,24,19,-3,4,11,10,361464
156,109,72,86,107,93.50,5,23,19,8,21,34,14,40,3,12,7,6,268914
157,85,100,101,92,94.50,18,2,15,19,40,17,35,15,5,3,10,6,359079
158,116,98,148,119,120.25,12,14,12,22,25,48,31,51,12,8,9,2,471613
159,99,93,99,82,93.25,15,22,19,3,20,73,27,27,5,9,5,6,445628
160,104,85,112,97,99.50,23,16,23,14,68,22,54,23,13,13,11,11,500283
161,118,97,105,105,106.25,11,5,21,7,16,53,99,24,4,9,13,9,398021
162,99,88,92,82,90.25,7,-3,18,12,53,46,47,40,7,1,9,0,248547
163,89,93,108,95,96.25,26,23,4,20,27,31,31,19,7,8,5,10,467846
164,95,76,110,102,95.75,14,9,16,26,14,4,33,77,6,5,8,14,501649
165,85,87,87,104,90.75,19,7,13,19,51,19,27,23,8,5,8,13,379941
166,94,98,62,87,85.25,9,25,9,12,34,52,45,20,5,4,7,3,542069
167,108,123,121,103,113.75,16,15,15,22,36,27,20,39,5,7,6,10,612720
168,87,101,139,78,101.25,22,14,14,14,80,38,47,41,11,8,11,4,556808
169,107,101,120,94,105.50,23,10,20,10,37,21,59,39,11,9,12,2,546849
170,95,63,81,95,83.50,15,-5,18,20,44,28,47,25,5,-1,11,7,545360
171,84,79,91,85,84.75,9,-2,18,20,45,42,25,42,4,2,4,10,614308
172,92,116,110,70,97.00,16,18,16,4,20,23,21,31,3,12,6,5,524406
173,101,73,78,69,80.25,26,6,24,6,63,25,46,42,12,4,8,2,458392
174,81,89,77,119,91.50,10,20,1,20,43,41,42,27,5,10,-2,9,628331
175,71,89,92,77,82.25,4,4,14,13,7,47,44,43,4,6,14,4,341515
176,97,107,95,106,101.25,24,16,15,8,61,17,38,14,12,7,4,8,530967
177,113,76,84,120,98.25,9,10,21,23,21,43,33,23,6,-2,10,11,531919
178,125,97,88,99,102.25,12,12,14,18,46,35,38,6,11,12,8,7,267337
179,91,93,127,53,91.00,-4,19,6,6,45,26,52,48,3,4,8,3,287370
180,98,107,104,93,100.50,24,19,16,15,24,31,41,35,6,12,9,8,529028
181,128,107,76,112,105.75,23,18,12,11,21,44,27,30,10,7,7,9,348516
182,108,90,104,89,97.75,9,21,21,17,43,25,34,19,9,7,7,11,716079
183,97,100,96,95,97.00,2,23,17,12,45,68,19,45,5,14,9,5,329943
184,85,107,88,89,92.25,23,14,3,23,27,47,32,52,5,9,6,10,616656
185,92,77,99,91,89.75,22,8,23,-1,53,18,44,42,14,6,9,4,302922
186,80,109,103,82,93.50,10,9,21,24,45,19,33,15,5,10,11,12,427087
187,115,99,86,128,107.00,25,15,6,19,18,35,11,20,13,12,5,3,474184
188,87,69,100,87,85.75,11,-2,23,12,44,34,43,33,10,7,9,-1,502487
189,85,107,73,75,85.00,7,26,5,6,14,100,13,51,1,12,4,9,274137
190,105,95,85,100,96.25,12,19,20,3,13,13,27,16,8,9,9,3,474366
191,98,87,115,93,98.25,21,21,16,10,7,46,17,26,11,4,9,7,483664
192,91,88,88,124,97.75,22,17,16,17,39,38,13,32,9,8,6,13,432488
193,82,74,103,94,88.25,23,6,11,12,26,14,18,15,7,2,5,4,493954
194,72,93,87,110,90.50,3,14,14,24,19,20,18,23,7,12,5,11,593538
195,113,120,99,105,109.25,20,13,21,1,49,29,58,17,8,9,8,3,328292
196,124,127,91,96,109.50,16,11,26,15,16,21,56,21,9,9,13,5,427316
197,130,103,100,119,113.00,17,24,11,20,36,30,31,31,12,13,6,10,432325
198,85,106,99,103,98.25,-3,15,19,22,32,13,40,52,1,10,6,6,357744
199,129,95,77,94,98.75,23,6,3,23,39,28,26,50,11,4,5,7,256158
200,92,109,94,123,104.50,15,23,20,13,14,27,22,20,7,6,11,5,366020
201,100,100,88,89,94.25,13,22,11,15,48,23,30,35,8,9,4,6,737649
202,107,72,114,70,90.75,9,22,9,12,25,22,37,53,11,11,9,1,370850
203,73,120,101,118,103.00,0,11,17,22,35,26,43,24,2,6,9,8,338684
204,105,101,107,100,103.25,18,27,18,5,49,87,4,11,9,12,6,4,400820
205,83,111,100,80,93.50,22,26,6,7,48,96,25,32,14,15,7,1,293767
206,81,68,102,83,83.50,9,17,17,14,41,32,22,43,12,2,5,1,681275
207,63,103,71,94,82.75,-5,24,25,7,38,32,57,0,1,11,13,2,409570
208,94,94,98,103,97.25,19,19,20,17,14,30,36,44,7,6,8,7,443705
209,91,111,100,92,98.50,20,16,2,13,19,24,18,43,6,7,4,5,419485
210,91,103,123,126,110.75,24,16,22,14,36,10,37,14,10,10,10,9,696569
211,115,108,85,136,111.00,16,23,18,16,34,18,36,25,7,12,4,10,608351
212,101,95,120,88,101.00,13,24,23,14,22,26,18,46,9,11,7,9,422350
213,95,105,97,93,97.50,13,23,12,15,20,40,55,42,1,6,9,12,412416
214,111,101,101,117,107.50,22,19,16,20,48,34,41,32,9,9,12,8,343548
215,91,109,94,125,104.75,12,26,20,14,13,37,37,53,7,13,6,13,418753
216,74,65,103,72,78.50,4,21,13,4,15,70,22,30,6,7,5,6,309776
217,103,107,95,87,98.00,-3,24,7,17,13,69,41,18,5,14,6,8,319603
218,109,85,106,70,92.50,22,8,6,14,39,20,35,19,12,3,7,8,344513
219,98,73,103,121,98.75,3,4,22,24,14,19,21,46,1,5,8,13,767885
220,70,99,101,107,94.25,10,19,21,19,48,41,32,30,11,10,12,2,388428
221,116,100,85,96,99.25,25,10,18,16,57,35,51,22,10,4,10,9,438429
222,101,114,104,79,99.50,7,10,24,16,44,35,5,17,9,10,7,11,370476
223,82,99,86,118,96.25,22,20,13,9,89,16,29,22,7,10,10,10,387397
224,96,93,96,97,95.50,-2,13,21,9,47,35,47,13,7,11,11,8,286904
225,106,101,107,95,102.25,22,3,28,10,64,45,48,43,12,9,17,5,402011
226,55,99,107,114,93.75,13,22,22,15,45,26,36,33,0,11,7,10,400231
227,97,100,104,109,102.50,21,19,19,14,21,30,24,26,5,10,11,5,348094
228,110,100,119,117,111.50,24,12,16,16,28,17,35,16,7,4,7,4,469697
229,90,97,95,103,96.25,10,21,24,13,19,35,53,18,4,9,11,8,538067
230,97,123,74,112,101.50,25,22,0,7,45,36,20,41,8,12,1,8,404230
231,94,104,109,96,100.75,18,13,22,9,20,20,54,28,6,7,11,10,493272
232,80,78,96,114,92.00,14,13,9,23,19,18,15,88,11,9,10,10,425054
233,81,110,101,130,105.50,6,11,22,10,37,17,22,19,4,7,5,9,368804
234,78,80,120,101,94.75,9,18,9,22,42,42,28,50,1,11,7,11,470729
235,96,91,110,109,101.50,21,13,11,17,37,20,36,30,5,4,8,2,368722
236,112,102,106,94,103.50,12,21,-5,22,17,22,35,52,5,5,3,8,480320
237,84,88,74,106,88.00,22,14,3,15,30,13,53,42,10,1,4,8,379725
238,88,100,90,86,91.00,19,11,14,21,18,16,18,47,7,8,7,10,310534
239,115,100,114,96,106.25,8,9,25,7,18,38,51,46,6,7,10,8,508073
240,85,105,96,94,95.00,11,20,22,20,15,28,27,15,5,9,11,2,477409
241,118,81,137,73,102.25,18,8,9,16,22,52,33,19,7,4,10,5,430021
242,124,75,110,82,97.75,-1,18,12,25,21,51,29,39,4,3,6,9,524074
243,132,113,93,105,110.75,19,24,9,20,25,30,28,18,7,14,10,9,542740
244,107,100,106,115,107.00,14,23,1,14,14,16,24,22,11,6,4,5,495204
245,98,110,108,102,104.50,16,16,24,16,21,34,19,17,11,10,4,6,343745
246,79,101,78,84,85.50,6,25,9,13,45,36,46,60,6,13,7,11,320100
247,72,129,69,110,95.00,16,15,10,-1,27,28,36,33,8,12,5,2,377879
248,103,99,93,99,98.50,28,18,14,15,43,25,54,26,14,8,6,9,601257
249,103,143,97,116,114.75,24,23,12,8,45,15,22,13,8,9,-1,10,396174
250,99,111,117,107,108.50,23,11,10,19,33,12,47,59,12,8,5,4,396967
251,115,105,85,135,110.00,24,12,19,13,24,20,26,20,10,5,3,7,490316
252,100,105,110,99,103.50,18,19,15,13,21,22,17,29,7,6,9,10,488389
253,117,109,99,87,103.00,13,8,18,22,15,32,22,32,8,9,4,3,330189
254,96,122,98,71,96.75,18,13,9,15,14,24,18,22,5,11,0,-5,371291
255,115,66,61,106,87.00,26,-2,5,7,50,36,27,11,12,1,6,9,368359
256,125,99,73,107,101.00,12,22,-2,12,27,34,43,56,7,3,0,7,381284
257,102,84,91,75,88.00,14,25,12,21,37,45,30,33,5,14,6,8,861631
258,95,85,96,74,87.50,18,13,6,22,16,47,30,45,10,6,8,8,625979
259,96,92,120,95,100.75,19,19,22,5,26,35,21,39,1,7,7,10,509677
260,85,94,116,116,102.75,25,3,22,11,36,37,45,16,9,7,10,5,401946
261,84,104,98,121,101.75,6,27,18,20,34,53,14,50,1,12,6,10,454966
262,102,100,106,71,94.75,3,23,7,15,15,37,30,14,2,8,7,-3,530960
263,113,92,100,127,108.00,10,20,20,20,60,16,44,45,6,5,9,7,733285
264,92,101,78,94,91.25,3,7,20,8,45,45,19,31,5,11,12,6,472001
265,107,78,116,106,101.75,3,3,20,24,42,16,44,50,6,2,14,6,377173
266,92,128,72,76,92.00,13,13,9,10,38,54,12,37,4,11,5,2,293870
267,106,107,86,105,101.00,24,5,0,17,30,42,24,27,9,0,4,9,387457
268,94,111,97,109,102.75,17,10,23,15,32,16,40,33,3,8,11,8,501951
269,71,89,107,107,93.50,19,14,20,24,49,32,54,34,7,12,11,8,482335
270,126,105,102,78,102.75,11,20,22,18,12,7,38,18,8,6,9,7,625305
271,119,94,95,121,107.25,-2,9,22,22,58,45,26,44,3,8,8,14,501358
272,90,86,91,118,96.25,11,22,20,2,31,21,35,46,4,1,6,10,653942
273,101,77,103,109,97.50,0,11,25,18,15,9,9,28,2,5,11,8,502600
274,88,91,83,84,86.50,24,8,-2,19,68,25,28,12,11,10,4,7,628710
275,101,91,104,101,99.25,4,4,21,25,19,28,58,21,0,4,9,12,314439
276,118,111,96,97,105.50,22,16,19,15,11,19,41,43,9,9,9,7,567770
277,82,103,81,93,89.75,21,20,10,15,51,24,38,17,10,3,9,6,419971
278,71,96,117,114,99.50,7,11,21,19,46,15,62,28,6,6,14,11,405240
279,89,139,109,81,104.50,23,18,5,14,64,26,31,44,11,8,8,8,359796
280,114,95,140,120,117.25,18,11,11,24,27,33,35,41,5,8,8,11,466446
281,115,77,105,121,104.50,19,11,21,1,31,16,50,30,4,8,11,5,356992
282,79,79,116,95,92.25,15,9,21,16,39,44,46,16,1,6,8,-2,610231
283,111,108,98,105,105.50,11,10,25,19,32,36,53,21,9,9,9,6,625118
284,125,86,103,86,100.00,12,21,7,23,30,45,15,40,9,5,7,4,467645
285,100,85,86,121,98.00,26,-8,5,19,82,38,19,18,9,3,7,10,345072
286,115,53,96,110,93.50,24,-8,7,21,13,1,14,29,8,3,7,11,511647
287,129,94,93,100,104.00,23,22,5,13,25,60,20,28,11,9,3,7,483701
288,110,95,79,101,96.25,12,8,19,23,26,24,44,61,8,6,12,11,458297
289,100,114,84,84,95.50,15,18,22,0,20,40,45,25,8,5,10,2,459452
290,110,111,96,73,97.50,17,22,13,16,25,39,44,18,10,12,7,-4,565617
291,110,90,84,88,93.00,12,19,10,25,27,18,5,41,6,9,6,11,363984
292,77,102,114,102,98.75,21,18,20,8,44,41,32,16,13,6,10,7,511181
293,77,87,97,123,96.00,14,23,9,5,36,46,38,30,5,8,9,8,201247
294,106,74,89,101,92.50,8,14,18,14,38,31,19,29,6,6,7,8,477614
295,105,93,104,102,101.00,11,17,11,28,17,40,17,67,4,10,12,14,404564
296,100,98,91,78,91.75,21,18,8,2,74,31,36,14,11,7,5,3,304895
297,78,101,95,116,97.50,22,7,12,20,51,38,40,41,10,4,10,8,437516
298,112,57,83,89,85.25,8,7,21,15,15,43,16,50,2,3,5,9,227086
299,110,122,109,112,113.25,20,21,17,6,21,31,2,19,6,8,3,5,434260
300,63,101,138,97,99.75,11,16,-2,18,19,24,37,19,-1,3,6,9,400112
301,88,96,112,75,92.75,21,5,10,-3,26,14,30,56,8,8,10,4,184043
302,75,89,114,94,93.00,-1,5,24,15,32,22,45,49,3,4,10,8,376843
303,98,88,122,97,101.25,21,11,21,22,35,37,22,47,9,5,8,12,739438
304,124,63,101,108,99.00,22,-1,21,16,19,32,54,28,12,5,9,12,273323
305,55,121,112,86,93.50,1,22,19,22,39,31,29,19,2,10,13,10,675583
306,111,104,90,91,99.00,21,18,13,12,31,50,41,18,9,6,8,3,603473
307,82,96,103,112,98.25,20,10,2,14,15,46,52,47,8,10,7,13,410267
308,111,99,86,115,102.75,19,25,6,15,4,38,35,16,6,11,5,10,506890
309,92,125,108,92,104.25,16,2,23,21,29,34,24,12,7,6,4,6,496787
310,100,104,41,114,89.75,16,20,2,18,17,31,35,34,6,8,0,3,345624
311,84,88,91,101,91.00,12,3,2,23,27,16,45,75,8,6,6,10,288803
312,73,82,104,95,88.50,15,19,13,5,34,35,47,32,2,10,9,3,354615
313,98,115,91,117,105.25,21,18,20,11,35,38,8,34,9,7,3,8,601460
314,122,114,111,93,110.00,18,13,20,17,50,24,15,35,11,6,10,6,611124
315,103,79,96,92,92.50,21,10,7,11,52,44,45,3,7,5,11,4,251146
316,105,94,88,96,95.75,18,11,15,20,47,44,50,26,10,8,7,9,611584
317,85,110,89,100,96.00,6,25,3,10,24,87,41,22,5,15,2,7,530439
318,82,122,76,92,93.00,11,16,16,16,24,18,27,42,4,12,5,5,582932
319,93,85,79,104,90.25,14,14,14,11,28,58,45,23,8,7,4,7,406214
320,99,76,75,84,83.50,10,18,16,1,41,28,31,12,8,5,-1,0,378474
321,102,73,109,118,100.50,2,2,14,21,50,16,26,46,5,7,8,13,445789
322,96,93,94,90,93.25,24,6,19,15,22,39,25,37,10,7,7,10,394342
323,97,112,87,138,108.50,14,21,7,25,28,45,42,27,3,11,7,12,450763
324,107,121,87,85,100.00,21,9,14,21,51,19,24,30,11,8,1,8,562776
325,75,99,68,87,82.25,10,18,13,18,12,33,10,17,0,10,3,11,492534
326,107,92,114,102,103.75,0,16,21,16,38,48,32,32,5,6,12,9,479357
327,92,86,88,87,88.25,16,15,17,8,36,31,29,32,8,4,4,10,677278
328,131,102,81,106,105.00,20,17,23,22,17,22,48,45,7,6,8,14,421080
329,96,96,111,91,98.50,17,8,13,20,14,43,29,66,11,6,6,5,460055
330,105,99,91,107,100.50,24,21,20,2,28,26,50,24,10,12,5,5,365003
331,104,83,101,83,92.75,2,19,23,11,16,44,48,46,2,9,12,7,443236
332,108,105,75,87,93.75,10,3,17,23,38,34,31,58,9,5,4,10,427899
333,96,98,93,93,95.00,23,8,16,14,106,49,18,19,9,6,9,4,476889
334,117,104,92,90,100.75,12,23,14,20,33,52,47,57,10,12,7,8,559872
335,96,96,81,86,89.75,19,22,11,10,35,19,39,15,6,11,5,1,556842
